name,price,address
Aurora AS1018CD 10-Sheet Cross-Cut Paper/Credit Card/CD Shredder with Basket,67,https://www.amazon.com/Aurora-AS1018CD-10-Sheet-Cross-Cut-Shredder/dp/B000G7OB16/ref=sr_1_604?s=electronics&ie=UTF8&qid=1544408557&sr=1-604&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Hosa CSS-890 1/4"" TRS to Same Balanced Patch Cables, 3 Feet",31,https://www.amazon.com/Hosa-CSS-890-Balanced-Patch-Cables/dp/B000068NXF/ref=sr_1_605?s=electronics&ie=UTF8&qid=1544408557&sr=1-605&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Targus CityGear Chicago Backpack Case for 16-Inch Notebooks, Black (TCG650)",76,https://www.amazon.com/Targus-CityGear-Backpack-Notebooks-TCG650/dp/B00024ENVG/ref=sr_1_606?s=electronics&ie=UTF8&qid=1544408557&sr=1-606&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"iGage Weatherproof Paper 8.5""x11"" - 50 Sheets",45,https://www.amazon.com/iGage-Weatherproof-Paper-8-5-x11/dp/B00006687T/ref=sr_1_602?s=electronics&ie=UTF8&qid=1544408559&sr=1-602&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Kensington SmartFit Monitor Stand for up to 21â€ù screens - Gray (K60087F),28,https://www.amazon.com/Kensington-SmartFit-Monitor-Stand-screens-x/dp/B000BC8USQ/ref=sr_1_603?s=electronics&ie=UTF8&qid=1544408559&sr=1-603
Pioneer TS-A4103 4 x 10 2-way Car Speakers (Pair),60,https://www.amazon.com/Pioneer-TS-A4103-2-way-Speakers-Pair/dp/B000067INH/ref=sr_1_605?s=electronics&ie=UTF8&qid=1544408559&sr=1-605&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure 515SBG-18X Cardioid Dynamic Low Z Attached 18-Inch Gooseneck Push-To-Talk Switch,154,https://www.amazon.com/d/Multipurpose-Dynamic-Microphones/Shure-515SBG-18X-Cardioid-Attached-Gooseneck/B0002MJC8W/ref=sr_1_606?s=electronics&ie=UTF8&qid=1544408559&sr=1-606&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Audio-Technica AT4050 Multi-Pattern Condenser Microphone,699,https://www.amazon.com/Audio-Technica-AT4050-Multi-Pattern-Condenser-Microphone/dp/B0002EK70W/ref=sr_1_609?s=electronics&ie=UTF8&qid=1544408559&sr=1-609&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Peerless SA740P Articulating LCD Wall Mount for 22-40 Inch LCD Screens Black,92,https://www.amazon.com/Peerless-SA740P-Articulating-Mount-Screens/dp/B000A2AGYS/ref=sr_1_610?s=electronics&ie=UTF8&qid=1544408559&sr=1-610&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Portserver Ts 1PORT RS-232 Serial To Ethernet Device Server,233,https://www.amazon.com/Portserver-RS-232-Serial-Ethernet-Device/dp/B000CRY412/ref=sr_1_611?s=electronics&ie=UTF8&qid=1544408559&sr=1-611&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Bogen C35 | 35-Watt Classic Series Public Address Amplifier,235,https://www.amazon.com/Bogen-35-Watt-Classic-Address-Amplifier/dp/B0002BAC96/ref=sr_1_613?s=electronics&ie=UTF8&qid=1544408559&sr=1-613&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
HP 503A (Q7582A) Yellow Original Toner Cartridge(Packaging may vary),233,https://www.amazon.com/HP-Q7582A-Original-Cartridge-Packaging/dp/B000BN0TTI/ref=sr_1_615?s=electronics&ie=UTF8&qid=1544408559&sr=1-615&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Pyle PLTB8 8-Inch 400-Watt Carpeted Subwoofer Tube,51,https://www.amazon.com/Pyle-PLTB8-400-Watt-Carpeted-Subwoofer/dp/B000230LJK/ref=sr_1_616?s=electronics&ie=UTF8&qid=1544408559&sr=1-616&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Shure ULXS24/BETA87A Handheld Wireless System, J1","1,132",https://www.amazon.com/Shure-ULXS24-BETA87A-Handheld-Wireless/dp/B0002F79CA/ref=sr_1_618?s=electronics&ie=UTF8&qid=1544408559&sr=1-618&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sennheiser ME 4-N  cardioid EW microphone,129,https://www.amazon.com/Sennheiser-ME-4-N-cardioid-microphone/dp/B0002ORSAY/ref=sr_1_620?s=electronics&ie=UTF8&qid=1544408559&sr=1-620&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Peerless 39 - 80 Inches Flat Wall Mount,68,https://www.amazon.com/Peerless-39-Inches-Flat-Mount/dp/B0009JR42E/ref=sr_1_622?s=electronics&ie=UTF8&qid=1544408559&sr=1-622&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Genuine Xerox Imaging Unit for the Phaser 7750, 108R00581",209,https://www.amazon.com/Genuine-Xerox-Imaging-Phaser-108R00581/dp/B0001FV38M/ref=sr_1_624?s=electronics&ie=UTF8&qid=1544408559&sr=1-624&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
StarTech.com 2-port KVM Switch for VGA Computers - USB - Full KVM Kit Cables Included,59,https://www.amazon.com/StarTech-com-2-port-KVM-Switch-Computers/dp/B00006B8EC/ref=sr_1_626?s=electronics&ie=UTF8&qid=1544408560&sr=1-626&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sony SRFHM03V S2 Sports Walkman Digital Tuning TV / Weather / FM / AM Stereo Headphone Radio (Discontinued by Manufacturer),274,https://www.amazon.com/Sony-SRFHM03V-Headphone-Discontinued-Manufacturer/dp/B0001MMH94/ref=sr_1_627?s=electronics&ie=UTF8&qid=1544408560&sr=1-627&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Universal Compact Bench Power Supply - 5 Amp Linear Regulated Home Lab Benchtop AC-to-DC 12V Converter w/ 13.8 Volt DC 115V AC 70 Watt Power Input, Screw Type Terminals, Cooling Fan - Pyramid PS7KX",38,https://www.amazon.com/Universal-Compact-Bench-Power-Supply/dp/B00069RB1Q/ref=sr_1_631?s=electronics&ie=UTF8&qid=1544408560&sr=1-631&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Rode NT1000 Vocal Cardioid Condenser Microphone,329,https://www.amazon.com/Rode-NT1000-Cardioid-Condenser-Microphone/dp/B0002PSCQC/ref=sr_1_632?s=electronics&ie=UTF8&qid=1544408560&sr=1-632&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
200-503 CH Products Flightstick Pro USB 4-Button Joystick 8-Way Hatswitch,74,https://www.amazon.com/200-503-CH-Products-Flightstick-Hatswitch/dp/B00006B84V/ref=sr_1_633?s=electronics&ie=UTF8&qid=1544408560&sr=1-633&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Vantage Point CGUPM12-B Universal Front Projector Mount - Black,60,https://www.amazon.com/Vantage-Point-CGUPM12-B-Universal-Projector/dp/B00067OR6K/ref=sr_1_634?s=electronics&ie=UTF8&qid=1544408560&sr=1-634&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Epson 9-PIN Dot Matrix Wide DFX-9000,"2,599",https://www.amazon.com/Epson-9-PIN-Matrix-Wide-DFX-9000/dp/B0009S8SRA/ref=sr_1_636?s=electronics&ie=UTF8&qid=1544408560&sr=1-636&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
rolls DU30B Mic Preamp Audio Ducker,80,https://www.amazon.com/rolls-DU30B-Preamp-Audio-Ducker/dp/B0002D02XA/ref=sr_1_638?s=electronics&ie=UTF8&qid=1544408560&sr=1-638&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Canon PG-40/CL-41 Cartridges and Glossy Photo Paper Combo Pack,45,https://www.amazon.com/Canon-PG-40-CL-41-Cartridges-Glossy/dp/B000FS0U2U/ref=sr_1_639?s=electronics&ie=UTF8&qid=1544408560&sr=1-639&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Xerox Toner Cartridge (Black,1-Pack)",81,https://www.amazon.com/Xerox-Toner-Cartridge-Black-1-Pack/dp/B0002EZN4M/ref=sr_1_640?s=electronics&ie=UTF8&qid=1544408560&sr=1-640&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Dual Waterproof Outdoor Speaker System - 5.25 Inch Pair of White Weatherproof Wall/Ceiling Mounted Speakers w/Heavy Duty Grill, Universal Mount - For Use in the Pool, Patio, Indoor - Pyle PDWR5T",82,https://www.amazon.com/Dual-Waterproof-Outdoor-Speaker-System/dp/B0007LCLGI/ref=sr_1_641?s=electronics&ie=UTF8&qid=1544408560&sr=1-641&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Sony ICF-S10MK2 Pocket AM/FM Radio, Silver",199,https://www.amazon.com/d/Personal-Radios/Sony-ICF-S10MK2-Pocket-Radio-Silver/B00020S7XK/ref=sr_1_643?s=electronics&ie=UTF8&qid=1544408560&sr=1-643&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Texas Instruments TI-83 Plus Programmable Graphing Calculator (Packaging and Colors May Vary),97,https://www.amazon.com/Texas-Instruments-Programmable-Calculator-Packaging/dp/B0008EWSEO/ref=sr_1_644?s=electronics&ie=UTF8&qid=1544408560&sr=1-644&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Sanus VMPL3-B Tilt Wall Mount for 27"" to 90"" Displays (Black)",199,https://www.amazon.com/Sanus-VMPL3-B-Mount-Displays-Black/dp/B0008GP880/ref=sr_1_646?s=electronics&ie=UTF8&qid=1544408560&sr=1-646&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Audio-Technica AT831cW Cardioid Condenser Clip-On Lavalier Mic Terminated with locking 4-pin connector for A-T UniPak body-pack wireless transmitters,99,https://www.amazon.com/Audio-Technica-Condenser-Terminated-connector-transmitters/dp/B0002BG27C/ref=sr_1_650?s=electronics&ie=UTF8&qid=1544408562&sr=1-650&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Avery Durable White Cover Up ID Labels for Laser Printers, 5"" x 8.125"", Pack of 100 (6579)",36,https://www.amazon.com/Avery-Durable-White-Labels-Printers/dp/B0000AQNSQ/ref=sr_1_651?s=electronics&ie=UTF8&qid=1544408562&sr=1-651&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Audix D2 Dynamic Microphone, Hyper-Cardioid",101,https://www.amazon.com/Audix-D2-Dynamic-Microphone-Hyper-Cardioid/dp/B0002H0M9K/ref=sr_1_652?s=electronics&ie=UTF8&qid=1544408562&sr=1-652&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Brother DR510 20000 Page Drum Unit - Retail Packaging,69,https://www.amazon.com/Brother-DR510-20000-Page-Drum/dp/B0001GU7MY/ref=sr_1_653?s=electronics&ie=UTF8&qid=1544408562&sr=1-653&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Peak Music Stands Portable Music Stand Black,50,https://www.amazon.com/Peak-Music-Stands-Portable-Stand/dp/B000EPVXWU/ref=sr_1_654?s=electronics&ie=UTF8&qid=1544408562&sr=1-654&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Panasonic KV-SS017 - scanner roller kit (KV-S017),248,https://www.amazon.com/Panasonic-KV-SS017-scanner-roller-KV-S017/dp/B0006TIA3E/ref=sr_1_655?s=electronics&ie=UTF8&qid=1544408562&sr=1-655&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Shure PG288/PG58 Dual Vocal Wireless System, M7",499,https://www.amazon.com/Shure-PG288-Vocal-Wireless-System/dp/B000J39WKC/ref=sr_1_656?s=electronics&ie=UTF8&qid=1544408562&sr=1-656&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Mercer Culinary Genesis 4-Piece Forged Carving Set, Steel/Black",68,https://www.amazon.com/Mercer-Culinary-Genesis-4-Piece-Carving/dp/B000IBQN66/ref=sr_1_657?s=electronics&ie=UTF8&qid=1544408562&sr=1-657&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Audio-Technica MT830cW Omnidirectional Condenser Lavalier Microphone,89,https://www.amazon.com/Audio-Technica-Omnidirectional-Condenser-Lavalier-Microphone/dp/B0002BG26I/ref=sr_1_659?s=electronics&ie=UTF8&qid=1544408562&sr=1-659&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Pyle PLBW104 10-Inch 1,000-Watt DVC Subwoofer",44,https://www.amazon.com/Pyle-PLBW104-10-Inch-000-Watt-Subwoofer/dp/B000CQGMHM/ref=sr_1_662?s=electronics&ie=UTF8&qid=1544408562&sr=1-662&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Rode Broadcaster Studio Condenser Microphone,419,https://www.amazon.com/Rode-Broadcaster-Studio-Condenser-Microphone/dp/B0002DUVQ8/ref=sr_1_663?s=electronics&ie=UTF8&qid=1544408562&sr=1-663&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure SS35C Replacement Needle for SC35C,65,https://www.amazon.com/Shure-SS35C-Replacement-Needle-SC35C/dp/B00008BWM8/ref=sr_1_665?s=electronics&ie=UTF8&qid=1544408562&sr=1-665&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Panasonic PV-V4525S 4-Head VCR, Silver",499,https://www.amazon.com/Panasonic-PV-V4525S-4-Head-VCR-Silver/dp/B0007U0IQE/ref=sr_1_666?s=electronics&ie=UTF8&qid=1544408562&sr=1-666&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure SM94 Instrument Microphone,186,https://www.amazon.com/Shure-SM94-LC-SM94-Instrument-Microphone/dp/B0002BG1ZA/ref=sr_1_667?s=electronics&ie=UTF8&qid=1544408562&sr=1-667&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Lexmark 18C0535 High-Yield Black And Color Ink Cartridges - 1 Black and 1 Color,29,https://www.amazon.com/Lexmark-18C0535-High-Yield-Black-Cartridges/dp/B0002LCV5E/ref=sr_1_668?s=electronics&ie=UTF8&qid=1544408562&sr=1-668&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Keyspan by Tripp Lite PR-US2 Presentation Remote Wireless w Laser, Mouse",52,https://www.amazon.com/Keyspan-PR-US2-Presentation-Remote-Wireless/dp/B00006BAH2/ref=sr_1_669?s=electronics&ie=UTF8&qid=1544408562&sr=1-669&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Fellowes CD Sleeves 100 CD Capacity Clear Vinyl Double Sided-50-Pack,13,https://www.amazon.com/Fellowes-Sleeves-Capacity-Double-Sided-50-Pack/dp/B000067SQP/ref=sr_1_670?s=electronics&ie=UTF8&qid=1544408562&sr=1-670&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure BETA 56A Supercardioid Swivel-Mount Dynamic Microphone with High Output Neodymium Element for Vocal/Instrument Applications,159,https://www.amazon.com/Shure-BETA-56A-Supercardioid-Swivel-Mount/dp/B0002E51FI/ref=sr_1_672?s=electronics&ie=UTF8&qid=1544408562&sr=1-672&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure BETA 56A Supercardioid Swivel-Mount Dynamic Microphone with High Output Neodymium Element for Vocal/Instrument Applications,159,https://www.amazon.com/Shure-BETA-56A-Supercardioid-Swivel-Mount/dp/B0002E51FI/ref=sr_1_673?s=electronics&ie=UTF8&qid=1544408563&sr=1-673&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Hosa DTM-803 DB25 to XLR3M Balanced Snake, 3 Meters",52,https://www.amazon.com/Hosa-DTM-803-XLR3M-Balanced-Meters/dp/B000068OAP/ref=sr_1_674?s=electronics&ie=UTF8&qid=1544408563&sr=1-674&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Audio Technica Unimount Microphone Instrument Mount,40,https://www.amazon.com/Audio-Technica-Unimount-Microphone-Instrument/dp/B0007M6A5K/ref=sr_1_676?s=electronics&ie=UTF8&qid=1544408563&sr=1-676&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"APC AP9335T Temperature Sensor, For APC Smart UPS Systems",33,https://www.amazon.com/APC-AP9335T-Temperature-Sensor-Systems/dp/B000CSSNWM/ref=sr_1_677?s=electronics&ie=UTF8&qid=1544408563&sr=1-677&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Boss DR-880 Dr. Rhythm Drum Machine,499,https://www.amazon.com/Boss-DR-880-Rhythm-Drum-Machine/dp/B000EFOUJ8/ref=sr_1_679?s=electronics&ie=UTF8&qid=1544408563&sr=1-679&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Hosa DTF-803 XLR3F to DB25 Balanced Snake, 3 Meters",41,https://www.amazon.com/Hosa-DTF-803-XLR3F-Balanced-Snake/dp/B000068OAL/ref=sr_1_680?s=electronics&ie=UTF8&qid=1544408563&sr=1-680&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Proline MS112 Desktop Boom Mic Stand,49,https://www.amazon.com/Proline-MS112-Desktop-Boom-Stand/dp/B000J0N5TY/ref=sr_1_681?s=electronics&ie=UTF8&qid=1544408563&sr=1-681&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Kenwood P-WD250MRW 10-Inch Marine Subwoofer and Amplifier Package,142,https://www.amazon.com/Kenwood-P-WD250MRW-10-Inch-Subwoofer-Amplifier/dp/B0009WZBXA/ref=sr_1_686?s=electronics&ie=UTF8&qid=1544408563&sr=1-686&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
APC AP9896 2.4m C19 to L6-30P Power Cord,34,https://www.amazon.com/APC-AP9896-2-4m-L6-30P-Power-x/dp/B0007SLI0G/ref=sr_1_687?s=electronics&ie=UTF8&qid=1544408563&sr=1-687&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Gpx KCCD6316DT Under Counter CD Player W (Discontinued by Manufacturer),44,https://www.amazon.com/KCCD6316DT-Counter-Player-Discontinued-Manufacturer/dp/B000E9BYXO/ref=sr_1_689?s=electronics&ie=UTF8&qid=1544408563&sr=1-689&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Smead 67085 A-Z Color-Coded Bar-Style End Tab Labels, Letter O, Blue, 500 per Roll",11,https://www.amazon.com/Smead-67085-Color-Coded-Bar-Style-Labels/dp/B000083DP2/ref=sr_1_690?s=electronics&ie=UTF8&qid=1544408563&sr=1-690&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Kensington Overnight Rolling Laptop Bag (K62903A),95,https://www.amazon.com/Kensington-Overnight-Rolling-Laptop-K62903A/dp/B0009JR5K0/ref=sr_1_693?s=electronics&ie=UTF8&qid=1544408563&sr=1-693&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Ergotron Notebook Arm Mount Tray,39,https://www.amazon.com/Ergotron-Notebook-Arm-Mount-Tray/dp/B000ECUMTS/ref=sr_1_696?s=electronics&ie=UTF8&qid=1544408563&sr=1-696&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Royal JS55 Strip Cut Personal Shedder,26,https://www.amazon.com/Royal-JS55-Strip-Personal-Shedder/dp/B0001Q4BK8/ref=sr_1_700?s=electronics&ie=UTF8&qid=1544408564&sr=1-700&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Audio-Technica PRO 88W-R35 VHF Wireless Lavalier System with ATR35 Mini Omnidirectional Clip-On Microphone,149,https://www.amazon.com/Audio-Technica-Wireless-Lavalier-Omnidirectional-Microphone/dp/B00006I523/ref=sr_1_701?s=electronics&ie=UTF8&qid=1544408564&sr=1-701&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sennheiser e845 Extended High Frequency Response Supercardioid Microphone,119,https://www.amazon.com/Sennheiser-e845-Frequency-Supercardioid-Microphone/dp/B0002H0RCM/ref=sr_1_702?s=electronics&ie=UTF8&qid=1544408564&sr=1-702&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Plantronics CS50/HL10 Headset Bundle,279,https://www.amazon.com/Plantronics-CS50-HL10-Headset-Bundle/dp/B0002DODXA/ref=sr_1_703?s=electronics&ie=UTF8&qid=1544408564&sr=1-703&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Nady PM-100 Personal Near Field Monitor,58,https://www.amazon.com/Nady-PM-100-Personal-Field-Monitor/dp/B000BSITGI/ref=sr_1_707?s=electronics&ie=UTF8&qid=1544408564&sr=1-707&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Raynox DCR-150 Snap-On Macro Lens,61,https://www.amazon.com/Raynox-DCR-150-Snap-On-Macro-Lens/dp/B0007KS7D0/ref=sr_1_709?s=electronics&ie=UTF8&qid=1544408564&sr=1-709&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Tripp Lite IS500 Isolation Transformer 500W Surge 120V 4 Outlet 6 feet Cord TAA GSA,188,https://www.amazon.com/Tripp-Lite-Isolation-Transformer-Outlet/dp/B00006HPHN/ref=sr_1_715?s=electronics&ie=UTF8&qid=1544408564&sr=1-715&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Fellowes 100-Piece Computer Tool Kit, Black (49107)",68,https://www.amazon.com/Fellowes-100-Piece-Computer-Black-49107/dp/B00006HPIN/ref=sr_1_716?s=electronics&ie=UTF8&qid=1544408564&sr=1-716&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
IOGEAR MiniView Extreme Multimedia KVMP Switch with Cables (GCS1734),69,https://www.amazon.com/IOGEAR-MiniView-Extreme-Multimedia-GCS1734/dp/B0000V3OKM/ref=sr_1_719?s=electronics&ie=UTF8&qid=1544408564&sr=1-719&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Audio-Technica AT8681 Unimix 2-to-1 Microphone Combiner with Balance Control,54,https://www.amazon.com/Audio-Technica-Unimix-Combiner-Microphone-AT8681/dp/B0006NMSWY/ref=sr_1_720?s=electronics&ie=UTF8&qid=1544408564&sr=1-720&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Ricoh Type 145 LP Toner Cartridge- Black HY 888308,82,https://www.amazon.com/Ricoh-Toner-Cartridge-Black-888308/dp/B0007VB4A2/ref=sr_1_721?s=electronics&ie=UTF8&qid=1544408564&sr=1-721
Shure MX184 Condenser Microphone - Super-Cardiod,207,https://www.amazon.com/Shure-MX184-Condenser-Microphone-Super-Cardiod/dp/B0002OD7GS/ref=sr_1_722?s=electronics&ie=UTF8&qid=1544408564&sr=1-722&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Plantronics Headset for S10, T10 and T20",25,https://www.amazon.com/Plantronics-Headset-S10-T10-T20/dp/B00006B7T7/ref=sr_1_723?s=electronics&ie=UTF8&qid=1544408564&sr=1-723&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
NuVo AccentPLUS2 8 In. In-Wall Speakers (Pair) (NV-AP28I),54,https://www.amazon.com/d/Ceiling-Wall-Speakers/NuVo-AccentPLUS2-Wall-Speakers-NV-AP28I/B000FPIKYS/ref=sr_1_724?s=electronics&ie=UTF8&qid=1544408564&sr=1-724&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Galaxy DX-979 40 Channel AM/SSB Mobile CB Radio,169,https://www.amazon.com/Galaxy-DX-979-Channel-Mobile-Radio/dp/B0006L46L2/ref=sr_1_725?s=electronics&ie=UTF8&qid=1544408564&sr=1-725&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Sony TCM-929 Pressman Desktop Cassette Recorder with Automatic Shut-Off,205,https://www.amazon.com/Sony-Pressman-Cassette-Recorder-Automatic/dp/B00001ZT4H/ref=sr_1_726?s=electronics&ie=UTF8&qid=1544408564&sr=1-726&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Fluke Networks MT-8203-20 IntelliTone Test Leads w/ABN/PP for Pro 100/200,32,https://www.amazon.com/Fluke-Networks-MT-8203-20-IntelliTone-Leads/dp/B07K2GGPHJ/ref=sr_1_721?s=electronics&ie=UTF8&qid=1544408566&sr=1-721&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Zalman CPU Fan with 92mm Fan LED (CNPS9500A LED-CU),27,https://www.amazon.com/Zalman-92mm-LED-CNPS9500A-LED-CU/dp/B000C0V5RU/ref=sr_1_722?s=electronics&ie=UTF8&qid=1544408566&sr=1-722&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Shure WL183 Lavalier Condenser Microphone,92,https://www.amazon.com/Shure-WL183-Lavalier-Condenser-Microphone/dp/B0002GZIU4/ref=sr_1_723?s=electronics&ie=UTF8&qid=1544408566&sr=1-723&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"On-Stage MS7701C Tripod Microphone Boom Stand, Chrome",31,https://www.amazon.com/Stage-MS7701C-Tripod-Microphone-Chrome/dp/B000IY8QXQ/ref=sr_1_724?s=electronics&ie=UTF8&qid=1544408566&sr=1-724
Tripp Lite PR40 DC Power Supply 40A 120V AC Input to 13.8 DC Output TAA GSA,245,https://www.amazon.com/Tripp-Lite-PR40-Supply-Output/dp/B00006HS9D/ref=sr_1_729?s=electronics&ie=UTF8&qid=1544408566&sr=1-729&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Pyramid PR2500/SEA2500X Professional Home Studio Pre-Amplifier,61,https://www.amazon.com/Pyramid-PR2500-SEA2500X-Professional-Pre-Amplifier/dp/B0007V43M8/ref=sr_1_731?s=electronics&ie=UTF8&qid=1544408566&sr=1-731&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Auralex Acoustics LENCHA LENRD Acoustic Absorption Bass Traps, 24"" x 12"" x 12"", 8 Pack, Charcoal",302,https://www.amazon.com/Auralex-Acoustics-LENCHA-Acoustic-Absorption/dp/B0002G10QU/ref=sr_1_733?s=electronics&ie=UTF8&qid=1544408566&sr=1-733
"Pyle PLSQ10D 10-Inch 1,200-Watt Square DVC Subwoofer",38,https://www.amazon.com/Pyle-PLSQ10D-10-Inch-200-Watt-Subwoofer/dp/B000230LN6/ref=sr_1_734?s=electronics&ie=UTF8&qid=1544408566&sr=1-734&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
"Shure KSM32/SL Embossed Single-Diaphragm Cardioid Condenser Studio Microphone, Champagne",549,https://www.amazon.com/Shure-KSM32-SL-Single-Diaphragm-Microphone/dp/B0002GZK02/ref=sr_1_735?s=electronics&ie=UTF8&qid=1544408566&sr=1-735
Beyerdynamic MM-1 Electret Condenser Omnidirectional Measurement Microphone with Linear Frequency Response,199,https://www.amazon.com/Beyerdynamic-Condenser-Omnidirectional-Measurement-Microphone/dp/B000H29LWO/ref=sr_1_736?s=electronics&ie=UTF8&qid=1544408566&sr=1-736&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
FC-347 FREQUENCY COUNTER FOR DX-33/44/77,59,https://www.amazon.com/FC-347-FREQUENCY-COUNTER-DX-33-44/dp/B0002D6KFY/ref=sr_1_738?s=electronics&ie=UTF8&qid=1544408566&sr=1-738&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
Audio-Technica ATW-2120AI 2000 Series Wireless Handheld Microphone System,379,https://www.amazon.com/Audio-Technica-ATW-2120AI-Wireless-Handheld-Microphone/dp/B0009GUOS8/ref=sr_1_739?s=electronics&ie=UTF8&qid=1544408566&sr=1-739&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
MXL 2006 Large Gold Diaphragm Condenser Microphone with MXL-57 Shock Mount and Carrying Case,99,https://www.amazon.com/MXL-Diaphragm-Condenser-Microphone-Carrying/dp/B0006UGE9K/ref=sr_1_741?s=electronics&ie=UTF8&qid=1544408566&sr=1-741&refinements=p_72%3A1248881011%2Cp_36%3A3000-99999999
